congressionaldistrict,cty_fips,czone,dhs2_tot_cont_2002_2010,dhs2_cont_tcile1_2002_2004,dhs2_cont_tcile1_2002_2006,dhs2_cont_tcile1_2002_2008,dhs2_cont_tcile1_2002_2010,dhs2_cont_tcile1_2002_2012,dhs2_cont_tcile1_2002_2014,dhs2_cont_tcile1_2002_2016,dhs2_cont_tcile2_2002_2004,dhs2_cont_tcile2_2002_2006,dhs2_cont_tcile2_2002_2008,dhs2_cont_tcile2_2002_2010,dhs2_cont_tcile2_2002_2012,dhs2_cont_tcile2_2002_2014,dhs2_cont_tcile2_2002_2016,dhs2_cont_tcile3_2002_2004,dhs2_cont_tcile3_2002_2006,dhs2_cont_tcile3_2002_2008,dhs2_cont_tcile3_2002_2010,dhs2_cont_tcile3_2002_2012,dhs2_cont_tcile3_2002_2014,dhs2_cont_tcile3_2002_2016,d2_turnout_2002_2010,d2_shnr_2002_2004,d2_shnr_2002_2006,d2_shnr_2002_2008,d2_shnr_2002_2010,d2_shnr_2002_2012,d2_shnr_2002_2014,d2_shnr_2002_2016,d2_shnr_distr_2002_2010,d2_shnr_solidd_2002_2010,d2_shnr_solidr_2002_2010,d2_shnr_competitive_2002_2010,d2_rwin_2002_2004,d2_rwin_2002_2006,d2_rwin_2002_2008,d2_rwin_2002_2010,d2_rwin_2002_2012,d2_rwin_2002_2014,d2_rwin_2002_2016,d2_cfavg_demlib_2002_2004,d2_cfavg_demlib_2002_2006,d2_cfavg_demlib_2002_2008,d2_cfavg_demlib_2002_2010,d2_cfavg_demlib_2002_2012,d2_cfavg_demlib_2002_2014,d2_cfavg_demlib_2002_2016,d2_cfavg_demmod_2002_2004,d2_cfavg_demmod_2002_2006,d2_cfavg_demmod_2002_2008,d2_cfavg_demmod_2002_2010,d2_cfavg_demmod_2002_2012,d2_cfavg_demmod_2002_2014,d2_cfavg_demmod_2002_2016,d2_cfavg_repmod_2002_2004,d2_cfavg_repmod_2002_2006,d2_cfavg_repmod_2002_2008,d2_cfavg_repmod_2002_2010,d2_cfavg_repmod_2002_2012,d2_cfavg_repmod_2002_2014,d2_cfavg_repmod_2002_2016,d2_cfavg_repcon_2002_2004,d2_cfavg_repcon_2002_2006,d2_cfavg_repcon_2002_2008,d2_cfavg_repcon_2002_2010,d2_cfavg_repcon_2002_2012,d2_cfavg_repcon_2002_2014,d2_cfavg_repcon_2002_2016,d2_nominate_demlib_2002_2010,d2_nominate_demmod_2002_2010,d2_nominate_repmod_2002_2010,d2_nominate_repcon_2002_2010,d2_teaparty_2002_2010,d_party_2002_2004,d_party_2004_2006,d_party_2006_2008,d_party_2008_2010,d_party_2010_2012,d_party_2012_2014,d_party_2014_2016,d_imp_usch_pd,d_imp_otch_lag_pd,reg_midatl,reg_encen,reg_wncen,reg_satl,reg_escen,reg_wscen,reg_mount,reg_pacif,l_shind1_manuf_cbp,l_shind2_routine33,l_shind3_task_outsource,shnr_pres2000,shnr_pres1996,l_sh_dem_f,l_sh_dem_edu_c,l_sh_dem_fborn,l_sh_dem_age_1019,l_sh_dem_age_2029,l_sh_dem_age_3039,l_sh_dem_age_4049,l_sh_dem_age_5059,l_sh_dem_age_6069,l_sh_dem_age_7079,l_sh_dem_age_8000,l_sh_dem_white,l_sh_dem_black,l_sh_dem_asian,l_sh_dem_hispanic,sh_district_2002,majority_white,redistrict_2004,redistrict_2006,redistrict_2012,redistrict_2016
AL 3,1037,9500,-65.813004,-84.071823,-185.25688,-34.923306,-75.545624,-75.545624,-82.954849,-98.230705,-12.021504,-66.04689,23.803648,-42.008091,-42.008091,-200,-200,-7.9156051,-65.178833,-58.123219,-72.010941,-72.010941,26.41465,-200,0.03527987,13.538617,9.4126406,5.5903525,6.2827258,6.2827258,10.842332,16.497061,8.4113007,0,0,6.2827258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.231121287,2.696781938,0,0,0,0,1,0,0,0,0.32613847,29.975349,-0.51046491,0.53099865,0.44795698,0.48926407,0.27377349,0.003196197,0.13653499,0.12293067,0.14891002,0.15022127,0.12088183,0.092525817,0.067693822,0.032781512,0.6394034,0.34191117,0.000409769,0.012948697,0.014254173,1,0,0,1,0
AL 2,1039,11102,168.77229,71.363838,133.71602,199.61758,199.6543,199.6543,199.65126,199.65305,24.796967,45.723888,129.89957,131.39278,131.39278,93.766685,98.798317,46.655842,29.21312,174.53754,164.2962,164.2962,148.03569,149.51611,0.10975718,5.1226735,1.6526341,-16.957552,-17.956829,-17.956829,-14.850819,-24.889315,-18.864763,0,0,-17.956829,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,100,100,100,0,0,-100,-100,-100,-100,-100,0,0,0,0,0,0,0,1,1,0,0,0,0.785089624,2.926278098,0,0,0,0,1,0,0,0,0.26804769,29.000685,-0.69127929,0.66866428,0.57055974,0.52188355,0.35467806,0.005739948,0.13722728,0.11041429,0.13018522,0.14352529,0.1219739,0.10337222,0.078685127,0.050118253,0.86194891,0.12351519,0.001727299,0.00775956,0.060839888,1,0,0,1,0
AL 2,1041,11102,168.77229,71.363838,133.71602,199.61758,199.6543,199.6543,199.65126,199.65305,24.796967,45.723888,129.89957,131.39278,131.39278,93.766685,98.798317,46.655842,29.21312,174.53754,164.2962,164.2962,148.03569,149.51611,0.15292734,3.669101,0.9955287,-21.068768,-23.837736,-23.837736,-19.849661,-30.976322,-18.864763,0,0,-23.837736,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,100,100,100,0,0,-100,-100,-100,-100,-100,0,0,0,0,0,0,0,1,1,0,0,0,0.785089624,2.926278098,0,0,0,0,1,0,0,0,0.26804769,29.000685,-0.69127929,0.59089065,0.47165731,0.52696669,0.31063876,0.002634468,0.14182217,0.11664837,0.12886937,0.14130992,0.12323454,0.092206366,0.078375414,0.047713134,0.73823637,0.24793267,0.001097695,0.00636663,0.021765839,1,0,0,1,0
AL 4,1043,10700,49.864452,22.099955,-118.47372,24.991526,-22.830339,-22.830339,-200,-200,-29.406401,-30.742138,-33.32225,-32.410435,-32.410435,-200,-200,57.28038,55.494926,27.233528,92.217857,92.217857,44.712479,61.447216,0.068983674,-20.388687,-24.951231,-19.578123,0,0,14.993983,14.993983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100,-100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0.254647189,0.67577232,0,0,0,0,1,0,0,0,0.13256846,32.234402,-0.14603272,0.66251403,0.59986639,0.50680792,0.38389942,0.017165055,0.13925636,0.12673748,0.14252159,0.14400578,0.1216654,0.091181293,0.068156883,0.0360079,0.96809626,0.0095892,0.001806848,0.021785423,0.12195238,1,0,0,1,0
AL 2,1045,10302,168.77229,71.363838,133.71602,199.61758,199.6543,199.6543,199.65126,199.65305,24.796967,45.723888,129.89957,131.39278,131.39278,93.766685,98.798317,46.655842,29.21312,174.53754,164.2962,164.2962,148.03569,149.51611,0.12112248,4.3391824,1.4166415,-21.678173,-24.75127,-24.75127,-19.426304,-35.698902,-18.864763,0,0,-24.75127,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,100,100,100,0,0,-100,-100,-100,-100,-100,0,0,0,0,0,0,0,1,1,0,0,0,1.172408372,2.145300966,0,0,0,0,1,0,0,0,0.22303851,28.461996,-1.0411412,0.6834591,0.63658375,0.50424397,0.48598281,0.03059293,0.1451892,0.1438458,0.14871053,0.14132182,0.10958904,0.079952776,0.053776793,0.02739726,0.74377656,0.20358647,0.010767571,0.033422217,0.076299913,1,0,0,1,0
AL 7,1047,10801,19.002625,-122.79302,-116.56464,-88.411934,43.797661,43.797661,54.82114,28.73559,-54.086697,-63.811409,10.107271,-15.894942,-15.894942,-21.509556,-7.4566379,31.143251,-35.254486,32.028591,5.0709829,5.0709829,-87.575874,-55.265354,0.088683665,26.375404,0,0,29.553595,29.553595,5.3367109,5.3367109,27.515299,29.553595,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,0,0,0,-100,-100,-100,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.744874706,1.301444722,0,0,0,0,1,0,0,0,0.23542571,29.567591,-0.56862885,0.40157163,0.38620192,0.54508793,0.36782408,0.006944894,0.16823034,0.12037097,0.12716489,0.14355657,0.10732234,0.082087785,0.063754991,0.036665589,0.35578561,0.63263237,0.003450879,0.006254718,0.070772253,0,0,0,1,0
AL 4,1049,6100,49.864452,22.099955,-118.47372,24.991526,-22.830339,-22.830339,-200,-200,-29.406401,-30.742138,-33.32225,-32.410435,-32.410435,-200,-200,57.28038,55.494926,27.233528,92.217857,92.217857,44.712479,61.447216,0.098632336,-26.387798,-34.490311,-28.675175,0,0,28.229439,28.229439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100,-100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,1.97000469,4.072392059,0,0,0,0,1,0,0,0,0.4042308,29.367542,-0.68051577,0.64513826,0.60015517,0.51114011,0.29766029,0.041084837,0.13492212,0.13510829,0.1450692,0.14257121,0.11977906,0.086188167,0.061673805,0.035561349,0.92552596,0.016803203,0.001923912,0.055514183,0.10088348,1,0,0,1,0
AL 2,1051,11101,168.77229,71.363838,133.71602,199.61758,199.6543,199.6543,199.65126,199.65305,24.796967,45.723888,129.89957,131.39278,131.39278,93.766685,98.798317,46.655842,29.21312,174.53754,164.2962,164.2962,148.03569,149.51611,0.049847662,1.2906015,-1.222676,-18.899227,-13.719994,-13.719994,-9.8878202,-22.249413,-18.864763,0,0,-13.719994,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,100,100,100,0,0,-100,-100,-100,-100,-100,0,0,0,0,0,0,0,1,1,0,0,0,0.440793055,1.009527369,0,0,0,0,1,0,0,0,0.14048532,33.071648,-0.17318562,0.71611464,0.66451472,0.4938519,0.43824255,0.010823694,0.14307618,0.13711025,0.16372165,0.1553572,0.113793,0.072942287,0.047681939,0.027097186,0.77021283,0.2064092,0.003612958,0.0122203,0.10351092,1,0,0,1,0
AL 1,1053,11002,-117.70763,-55.915798,-158.0061,-61.924953,-81.853912,-81.853905,-68.479958,-84.870064,-79.201859,-131.27968,-131.0818,-124.61362,-124.61364,-134.91939,-150.65724,-103.94389,-113.72478,-132.21167,-116.51646,-116.51646,-104.00072,-197.46442,0.020410776,6.5016985,7.3488235,38.824345,38.824345,38.824345,10.096908,38.824345,38.44165,0,38.824345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-100,0,0,0,0,0,0,0,0,0.885005873,2.168076155,0,0,0,0,1,0,0,0,0.32067975,26.412863,-0.77466851,0.60663217,0.52853125,0.4933663,0.33790672,0.006087409,0.13954215,0.13652445,0.1394641,0.15078044,0.11828824,0.087018728,0.060822062,0.036134236,0.64396465,0.30793443,0.00244537,0.009859521,0.062600464,1,0,0,1,0
AL 4,1055,6100,49.864452,22.099955,-118.47372,24.991526,-22.830339,-22.830339,-200,-200,-29.406401,-30.742138,-33.32225,-32.410435,-32.410435,-200,-200,57.28038,55.494926,27.233528,92.217857,92.217857,44.712479,61.447216,0.043436408,-33.230865,-35.702072,-32.97575,0,0,30.703276,30.703276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100,-100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,1.97000469,4.072392059,0,0,0,0,1,0,0,0,0.4042308,29.367542,-0.68051577,0.5474512,0.48359948,0.52149165,0.41792095,0.016305976,0.13602489,0.12533468,0.13406277,0.14597087,0.12300525,0.089803688,0.076629393,0.040460471,0.82870507,0.14683111,0.004175567,0.017040567,0.16374113,1,0,0,1,0
AL 4,1057,10600,49.864452,22.099955,-118.47372,24.991526,-22.830339,-22.830339,-200,-200,-29.406401,-30.742138,-33.32225,-32.410435,-32.410435,-200,-200,57.28038,55.494926,27.233528,92.217857,92.217857,44.712479,61.447216,-0.053661704,-26.509117,-32.17244,-27.963251,0,0,28.860533,28.860533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100,-100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,1.490879553,2.96216236,0,0,0,0,1,0,0,0,0.38868225,28.344934,-0.87742776,0.59926468,0.48551998,0.51689649,0.31083551,0.006866721,0.14111923,0.11668018,0.13203569,0.14360638,0.12727764,0.096891053,0.071695052,0.045579888,0.8691538,0.11932955,0.001513923,0.008218437,0.029236741,1,0,0,1,0
AL 4,1059,6200,49.864452,22.099955,-118.47372,24.991526,-22.830339,-22.830339,-200,-200,-29.406401,-30.742138,-33.32225,-32.410435,-32.410435,-200,-200,57.28038,55.494926,27.233528,92.217857,92.217857,44.712479,61.447216,0.065451205,-30.953592,-39.76926,-31.387312,0,0,31.069511,31.069511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100,-100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,1.290500232,2.162475956,0,0,0,0,1,0,0,0,0.31899247,29.809921,-0.66157573,0.56074482,0.4694171,0.50904781,0.31605944,0.055535983,0.13880792,0.13550907,0.13999295,0.13743074,0.11629248,0.095602602,0.066425391,0.036607631,0.89680684,0.042084362,0.001088941,0.074176088,0.048990395,1,0,0,1,0
AL 2,1061,10302,168.77229,71.363838,133.71602,199.61758,199.6543,199.6543,199.65126,199.65305,24.796967,45.723888,129.89957,131.39278,131.39278,93.766685,98.798317,46.655842,29.21312,174.53754,164.2962,164.2962,148.03569,149.51611,0.15947086,3.4720123,-0.93604326,-19.88306,-26.701302,-26.701302,-23.308432,-46.621716,-18.864763,0,0,-26.701302,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,100,100,100,0,0,-100,-100,-100,-100,-100,0,0,0,0,0,0,0,1,1,0,0,0,1.172408372,2.145300966,0,0,0,0,1,0,0,0,0.22303851,28.461996,-1.0411412,0.70405555,0.59820312,0.51370132,0.3363657,0.007646328,0.14365005,0.10976557,0.13689645,0.1429126,0.12886198,0.099441081,0.073474616,0.04448067,0.87106037,0.10646639,0.001242043,0.017582674,0.041406479,1,0,0,1,0
AL 7,1063,10802,19.002625,-122.79302,-116.56464,-88.411934,43.797661,43.797661,54.82114,28.73559,-54.086697,-63.811409,10.107271,-15.894942,-15.894942,-21.509556,-7.4566379,31.143251,-35.254486,32.028591,5.0709829,5.0709829,-87.575874,-55.265354,0.08483994,12.147078,0,0,14.512366,14.512366,1.9643261,1.9643261,27.515299,14.512366,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,0,0,0,-100,-100,-100,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.601642385,1.561980243,0,0,0,0,1,0,0,0,0.35008153,27.402496,-0.78663242,0.19525492,0.18415396,0.53067976,0.29932302,0.006717465,0.16543011,0.10818127,0.11981151,0.15379988,0.10296772,0.08020854,0.066773608,0.042410266,0.19089633,0.80338883,0.000802085,0.00581512,0.015096171,0,0,0,1,0
AL 7,1065,10801,19.002625,-122.79302,-116.56464,-88.411934,43.797661,43.797661,54.82114,28.73559,-54.086697,-63.811409,10.107271,-15.894942,-15.894942,-21.509556,-7.4566379,31.143251,-35.254486,32.028591,5.0709829,5.0709829,-87.575874,-55.265354,0.10903755,22.80842,0,0,33.165276,33.165276,4.1783628,4.1783628,27.515299,33.165276,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,0,0,0,-100,-100,-100,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.744874706,1.301444722,0,0,0,0,1,0,0,0,0.23542571,29.567591,-0.56862885,0.39080691,0.35956341,0.52807677,0.29317346,0.003084085,0.16502763,0.12080303,0.1335467,0.14018039,0.10485889,0.074250802,0.060343321,0.038987488,0.39825431,0.58952576,0.001571138,0.009135874,0.025857776,0,0,0,1,0
AL 2,1067,10302,168.77229,71.363838,133.71602,199.61758,199.6543,199.6543,199.65126,199.65305,24.796967,45.723888,129.89957,131.39278,131.39278,93.766685,98.798317,46.655842,29.21312,174.53754,164.2962,164.2962,148.03569,149.51611,0.14737949,4.4558821,0.35510063,-16.357946,-20.045841,-20.045841,-18.614758,-32.580578,-18.864763,0,0,-20.045841,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,100,100,100,0,0,-100,-100,-100,-100,-100,0,0,0,0,0,0,0,1,1,0,0,0,1.172408372,2.145300966,0,0,0,0,1,0,0,0,0.22303851,28.461996,-1.0411412,0.59304333,0.50516695,0.52458614,0.37576365,0.011281422,0.14015941,0.11502146,0.12765175,0.14659718,0.1314531,0.089883506,0.074678108,0.046781115,0.65665233,0.32299203,0.000613121,0.015266707,0.026189635,1,0,0,1,0
AL 2,1069,10302,168.77229,71.363838,133.71602,199.61758,199.6543,199.6543,199.65126,199.65305,24.796967,45.723888,129.89957,131.39278,131.39278,93.766685,98.798317,46.655842,29.21312,174.53754,164.2962,164.2962,148.03569,149.51611,0.12045836,-0.30608773,-2.0689011,-20.71414,-25.522316,-25.522316,-20.01856,-40.474808,-18.864763,0,0,-25.522316,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,100,100,100,0,0,-100,-100,-100,-100,-100,0,0,0,0,0,0,0,1,1,0,0,0,1.172408372,2.145300966,0,0,0,0,1,0,0,0,0.22303851,28.461996,-1.0411412,0.70180786,0.66527778,0.52504307,0.46174431,0.015970806,0.14417651,0.1227432,0.14453693,0.15065269,0.11880118,0.082027778,0.06253168,0.035433114,0.73080516,0.24598196,0.006205863,0.012636985,0.13914447,1,0,0,1,0
AL 5,1071,6100,98.194023,-35.546677,42.44305,163.59549,117.5863,117.5863,113.74326,117.30069,-51.535267,-53.134178,85.518494,65.079445,65.079445,49.232922,44.326992,-0.043816496,5.4282598,157.38676,131.41934,131.41934,119.34679,114.81294,0.10016495,1.8332005,-24.397888,22.180567,30.213346,30.213346,61.592083,39.010151,32.720116,0,0,30.213346,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,0,0,0,0,0,0,0,0,0,0,100,100,100,100,0,-100,0,100,100,0,0,0,1,0,0,0,1.97000469,4.072392059,0,0,0,0,1,0,0,0,0.4042308,29.367542,-0.68051577,0.48315638,0.40786076,0.51264697,0.32172361,0.007324853,0.13613099,0.12669213,0.14276972,0.14855543,0.12986314,0.095000558,0.059971072,0.030634573,0.91888887,0.037440196,0.002299447,0.011311797,0.08570081,1,0,0,1,0
AL 7,1073,10700,19.002625,-122.79302,-116.56464,-88.411934,43.797661,43.797661,54.082924,29.368046,-54.086697,-63.811409,10.107271,-15.894942,-15.894942,-34.859814,-21.450815,31.143251,-35.254486,32.028591,5.0709829,5.0709829,-11.039988,-140.38359,0.032740742,18.547186,0,0,15.512778,15.512778,3.0594661,3.0156202,27.515299,15.512778,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,0,0,0,-100,-100,-100,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062210619,0,0,0.254647189,0.67577232,0,0,0,0,1,0,0,0,0.13256846,32.234402,-0.14603272,0.51601386,0.5214501,0.52859998,0.5297035,0.023400152,0.14068639,0.14044169,0.14509241,0.15550859,0.10906024,0.073524989,0.064561881,0.036556318,0.58098441,0.39363971,0.009018997,0.01553364,0.52750677,1,0,0,1,0
AL 6,1073,10700,55.123287,51.724327,62.022858,6.3881307,110.32405,110.32405,81.070724,-200,21.738234,34.72673,25.310242,33.271778,33.271778,-200,-200,64.987488,96.117279,66.784042,75.815132,75.815132,138.51936,-200,0.032740742,0,0,0,0,0,3.2560349,1.1232913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,0,0,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060105722,0,0,0.254647189,0.67577232,0,0,0,0,1,0,0,0,0.13256846,32.234402,-0.14603272,0.51601386,0.5214501,0.52859998,0.5297035,0.023400152,0.14068639,0.14044169,0.14509241,0.15550859,0.10906024,0.073524989,0.064561881,0.036556318,0.58098441,0.39363971,0.009018997,0.01553364,0.52313972,1,0,0,1,0
AL 4,1075,10600,49.864452,22.099955,-118.47372,24.991526,-22.830339,-22.830339,-200,-200,-29.406401,-30.742138,-33.32225,-32.410435,-32.410435,-200,-200,57.28038,55.494926,27.233528,92.217857,92.217857,44.712479,61.447216,-0.007103473,-27.078671,-36.297226,-26.921934,0,0,42.518562,42.518562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100,-100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,1.490879553,2.96216236,0,0,0,0,1,0,0,0,0.38868225,28.344934,-0.87742776,0.62751883,0.50967383,0.5171026,0.27542293,0.00804829,0.14141096,0.12279929,0.13864437,0.14015342,0.12229628,0.099723339,0.068347588,0.044454224,0.86871225,0.11984406,0.000628773,0.013015593,0.025253596,1,0,0,1,0
AL 5,1077,6200,98.194023,-35.546677,42.44305,163.59549,117.5863,117.5863,113.73086,117.30511,-51.535267,-53.134178,85.518494,65.079445,65.079445,49.236767,44.300491,-0.043816496,5.4282598,157.38676,131.41934,131.41934,119.36356,114.78509,0.077278495,1.8019438,-26.821465,19.352394,30.394995,30.394995,66.13884,35.488445,32.720116,0,0,30.394995,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,0,0,0,0,0,0,0,0,0,0,100,100,100,100,0,-100,0,100,100,0,0,0,1,0,0,0,1.290500232,2.162475956,0,0,0,0,1,0,0,0,0.31899247,29.809921,-0.66157573,0.5575031,0.50791728,0.521622,0.42235202,0.010106177,0.13782598,0.13475661,0.13919014,0.14677262,0.1201487,0.090591818,0.06976559,0.037787326,0.88378465,0.09848123,0.003501353,0.010163018,0.14188944,1,0,0,1,0
AL 5,1079,6000,98.194023,-35.546677,42.44305,163.59549,117.5863,117.5863,116.39043,116.31379,-51.535267,-53.134178,85.518494,65.079445,65.079445,48.381855,49.956375,-0.043816496,5.4282598,157.38676,131.41934,131.41934,115.47478,120.53748,0.047917008,7.0693073,-15.955276,27.425592,29.697275,29.697275,65.944641,65.944641,32.720116,0,0,29.697275,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,0,0,0,0,0,0,0,0,0,0,100,100,100,100,0,-100,0,100,100,0,0,0,1,0,0,0,2.546049575,2.3234636,0,0,0,0,1,0,0,0,0.25454661,31.202826,0.20282224,0.4738825,0.42559326,0.50963998,0.26177165,0.005057036,0.14648162,0.12312157,0.16122173,0.14326352,0.1232365,0.083211221,0.054449327,0.02833089,0.77772033,0.1335517,0.00100566,0.010545067,0.054205921,1,0,0,1,0
AL 3,1081,9800,-65.813004,-84.071823,-185.25688,-34.923306,-75.545624,-75.545624,-98.868027,-98.16468,-12.021504,-66.04689,23.803648,-42.008091,-42.008091,-106.68721,-115.14009,-7.9156051,-65.178833,-58.123219,-72.010941,-72.010941,-93.206429,-101.23463,0.020545542,10.185867,9.8795652,4.6466408,10.018373,10.018373,10.307419,11.630363,8.4113007,0,0,10.018373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.656769435,1.723454782,0,0,0,0,1,0,0,0,0.2031696,30.064594,-0.51492304,0.60618281,0.58194518,0.50795889,0.54748273,0.026839398,0.16830014,0.24014701,0.13664721,0.12536927,0.089728214,0.05539047,0.036075488,0.019314982,0.7406857,0.22652313,0.016291315,0.014292913,0.18442276,1,0,0,1,0
AL 5,1083,6000,98.194023,-35.546677,42.44305,163.59549,117.5863,117.5863,113.73086,117.30511,-51.535267,-53.134178,85.518494,65.079445,65.079445,49.236767,44.300491,-0.043816496,5.4282598,157.38676,131.41934,131.41934,119.36356,114.78509,0.080818832,3.1901836,-26.664024,29.670261,36.340446,36.340446,64.919678,38.879913,32.720116,0,0,36.340446,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,0,0,0,0,0,0,0,0,0,0,100,100,100,100,0,-100,0,100,100,0,0,0,1,0,0,0,2.546049575,2.3234636,0,0,0,0,1,0,0,0,0.25454661,31.202826,0.20282224,0.61232805,0.57449138,0.49244779,0.42049432,0.016672757,0.13610756,0.13319935,0.16852427,0.15419635,0.11795785,0.078278214,0.04982033,0.025077654,0.83788598,0.13326025,0.003517267,0.026493696,0.10340057,1,0,0,1,0
AL 2,1085,11101,168.77229,71.363838,133.71602,199.61758,199.6543,199.6543,199.6875,199.60579,24.796967,45.723888,129.89957,131.39278,131.39278,128.72852,135.27542,46.655842,29.21312,174.53754,164.2962,164.2962,162.75163,163.17589,0.11176226,0.94642639,0.7127136,-14.809434,-9.6182051,-9.6182051,-30.561707,-30.561707,-18.864763,0,0,-9.6182051,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,100,100,100,0,0,-100,-100,-100,-100,-100,0,0,0,0,0,0,0,1,1,1,0,0,0.440793055,1.009527369,0,0,0,0,1,0,0,0,0.14048532,33.071648,-0.17318562,0.26443616,0.2564207,0.53224969,0.30881095,0.002672011,0.18206784,0.11526757,0.13953833,0.14169079,0.10294663,0.081941664,0.053662881,0.0306539,0.25859126,0.73368961,0.00118756,0.006308914,0.019888051,0,0,0,1,0
AL 3,1087,9800,-65.813004,-84.071823,-185.25688,-34.923306,-75.545624,-75.545624,-98.868027,-98.16468,-12.021504,-66.04689,23.803648,-42.008091,-42.008091,-106.68721,-115.14009,-7.9156051,-65.178833,-58.123219,-72.010941,-72.010941,-93.206429,-101.23463,0.094883263,10.521768,11.846434,3.2902093,2.3705931,2.3705931,1.9644096,3.2406092,8.4113007,0,0,2.3705931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.656769435,1.723454782,0,0,0,0,1,0,0,0,0.2031696,30.064594,-0.51492304,0.12455875,0.12328346,0.54055178,0.45008957,0.014519809,0.17585564,0.16805641,0.10661688,0.12910184,0.10632649,0.072640531,0.065256171,0.040116157,0.13959759,0.8464219,0.00377515,0.007176934,0.037649065,0,0,0,1,0
